../../src
OMNeT++ Discrete Event Simulation  (C) 1992-2014 Andras Varga, OpenSim Ltd.
Version: 4.6, build: 141202-f785492, edition: Academic Public License -- NOT FOR COMMERCIAL USE
See the license for distribution terms and warranty disclaimer
Setting up Cmdenv...
Loading NED files from ../../src/../simulations: 6
Loading NED files from ../../src: 59
Loading NED files from /home/pi/omnetpp-4.6/projects/inet/src: 275

Preparing for running configuration discoA, run #0...
Scenario: $repetition=0
Assigned runID=discoA-0-20170411-17:19:44-1139
Setting up network `scenario_100M'...
Initializing...

Running simulation...
** Event #1   T=0   Elapsed: 0.000s (0m 00s)
     Speed:     ev/sec=0   simsec/sec=0   ev/simsec=0
** Event #6649088   T=22.499438989594   Elapsed: 178.329s (2m 58s)
     Speed:     ev/sec=29720   simsec/sec=0.0556718   ev/simsec=533843
     Messages:  created: 2766434   present: 105   in FES: 7
** Event #6708736   T=22.612274377356   Elapsed: 180.334s (3m 00s)
     Speed:     ev/sec=29764.5   simsec/sec=0.0563051   ev/simsec=528628
     Messages:  created: 2791246   present: 105   in FES: 3
** Event #6768640   T=22.72448817388   Elapsed: 182.337s (3m 02s)
     Speed:     ev/sec=29907.1   simsec/sec=0.0560229   ev/simsec=533838
     Messages:  created: 2816173   present: 105   in FES: 7
** Event #6828544   T=22.836616310405   Elapsed: 184.341s (3m 04s)
     Speed:     ev/sec=29907.1   simsec/sec=0.0559801   ev/simsec=534246
     Messages:  created: 2841101   present: 106   in FES: 6
** Event #6888704   T=22.950333988151   Elapsed: 186.347s (3m 06s)
     Speed:     ev/sec=29990   simsec/sec=0.0566888   ev/simsec=529029
     Messages:  created: 2866123   present: 105   in FES: 6
** Event #6948352   T=23.062068254685   Elapsed: 188.348s (3m 08s)
     Speed:     ev/sec=29824   simsec/sec=0.0558671   ev/simsec=533838
     Messages:  created: 2890942   present: 106   in FES: 7
** Event #7008256   T=23.17535547244   Elapsed: 190.353s (3m 10s)
     Speed:     ev/sec=29892.2   simsec/sec=0.0565305   ev/simsec=528780
     Messages:  created: 2915859   present: 105   in FES: 7
** Event #7068160   T=23.287511358962   Elapsed: 192.360s (3m 12s)
     Speed:     ev/sec=29847.5   simsec/sec=0.0558824   ev/simsec=534114
     Messages:  created: 2940787   present: 107   in FES: 7
** Event #7128064   T=23.399675125488   Elapsed: 194.364s (3m 14s)
     Speed:     ev/sec=29907.1   simsec/sec=0.0559979   ev/simsec=534076
     Messages:  created: 2965713   present: 104   in FES: 5
** Event #7187712   T=23.512569383251   Elapsed: 196.365s (3m 16s)
     Speed:     ev/sec=29824   simsec/sec=0.0564471   ev/simsec=528353
     Messages:  created: 2990522   present: 105   in FES: 5
** Event #7247872   T=23.625090479768   Elapsed: 198.367s (3m 18s)
     Speed:     ev/sec=30065   simsec/sec=0.0562324   ev/simsec=534655
     Messages:  created: 3015558   present: 105   in FES: 7
** Event #7308032   T=23.738809067513   Elapsed: 200.369s (3m 20s)
     Speed:     ev/sec=30050   simsec/sec=0.0568025   ev/simsec=529025
     Messages:  created: 3040581   present: 105   in FES: 6
** Event #7355392   T=23.827623020752   Elapsed: 202.387s (3m 22s)
     Speed:     ev/sec=23480.4   simsec/sec=0.0440327   ev/simsec=533250
     Messages:  created: 3060285   present: 106   in FES: 7
** Event #7390464   T=23.893523380695   Elapsed: 204.397s (3m 24s)
     Speed:     ev/sec=17448.8   simsec/sec=0.0327862   ev/simsec=532197
     Messages:  created: 3074879   present: 106   in FES: 7
** Event #7446272   T=23.998034476121   Elapsed: 206.401s (3m 26s)
     Speed:     ev/sec=27848.3   simsec/sec=0.0521512   ev/simsec=533991
     Messages:  created: 3098101   present: 104   in FES: 7
** Event #7506176   T=24.111359193875   Elapsed: 208.405s (3m 28s)
     Speed:     ev/sec=29892.2   simsec/sec=0.0565493   ev/simsec=528605
     Messages:  created: 3123016   present: 105   in FES: 5
** Event #7566080   T=24.2234815204   Elapsed: 210.411s (3m 30s)
     Speed:     ev/sec=29877.3   simsec/sec=0.0559214   ev/simsec=534274
     Messages:  created: 3147943   present: 106   in FES: 7
** Event #7626240   T=24.336083426915   Elapsed: 212.414s (3m 32s)
     Speed:     ev/sec=30034.9   simsec/sec=0.0562166   ev/simsec=534272
     Messages:  created: 3172955   present: 84   in FES: 5
** Event #7686400   T=24.449726104663   Elapsed: 214.415s (3m 34s)
     Speed:     ev/sec=30065   simsec/sec=0.0567929   ev/simsec=529379
     Messages:  created: 3198003   present: 106   in FES: 7
** Event #7746304   T=24.561885881187   Elapsed: 216.417s (3m 36s)
     Speed:     ev/sec=29922.1   simsec/sec=0.0560239   ev/simsec=534095
     Messages:  created: 3222930   present: 107   in FES: 7
** Event #7806464   T=24.675572828933   Elapsed: 218.422s (3m 38s)
     Speed:     ev/sec=30020   simsec/sec=0.05673   ev/simsec=529172
     Messages:  created: 3247953   present: 106   in FES: 6
** Event #7866112   T=24.787333885465   Elapsed: 220.425s (3m 40s)
     Speed:     ev/sec=29794.2   simsec/sec=0.0558247   ev/simsec=533710
     Messages:  created: 3272774   present: 105   in FES: 6
** Event #7926016   T=24.900622063219   Elapsed: 222.433s (3m 42s)
     Speed:     ev/sec=29832.7   simsec/sec=0.0564184   ev/simsec=528775
     Messages:  created: 3297689   present: 107   in FES: 8
** Event #7985664   T=25.012355369754   Elapsed: 224.433s (3m 44s)
     Speed:     ev/sec=29824   simsec/sec=0.0558667   ev/simsec=533843
     Messages:  created: 3322506   present: 105   in FES: 7
** Event #8045312   T=25.124116426286   Elapsed: 226.434s (3m 46s)
     Speed:     ev/sec=29809.1   simsec/sec=0.0558526   ev/simsec=533710
     Messages:  created: 3347330   present: 104   in FES: 5
** Event #8105216   T=25.23740455404   Elapsed: 228.436s (3m 48s)
     Speed:     ev/sec=29937   simsec/sec=0.0566158   ev/simsec=528776
     Messages:  created: 3372245   present: 105   in FES: 7
** Event #8165376   T=25.349962240557   Elapsed: 230.437s (3m 50s)
     Speed:     ev/sec=30080   simsec/sec=0.0562788   ev/simsec=534481
     Messages:  created: 3397281   present: 105   in FES: 5
** Event #8225024   T=25.46169741709   Elapsed: 232.438s (3m 52s)
     Speed:     ev/sec=29824   simsec/sec=0.0558676   ev/simsec=533834
     Messages:  created: 3422092   present: 101   in FES: 7
** Event #8284928   T=25.574984634845   Elapsed: 234.440s (3m 54s)
     Speed:     ev/sec=29922.1   simsec/sec=0.056587   ev/simsec=528780
     Messages:  created: 3447014   present: 106   in FES: 7
** Event #8344832   T=25.687139561368   Elapsed: 236.441s (3m 56s)
     Speed:     ev/sec=29952   simsec/sec=0.0560775   ev/simsec=534118
     Messages:  created: 3471944   present: 105   in FES: 7
** Event #8404992   T=25.800830449116   Elapsed: 238.447s (3m 58s)
     Speed:     ev/sec=30005   simsec/sec=0.0567037   ev/simsec=529154
     Messages:  created: 3496964   present: 106   in FES: 7
** Event #8465152   T=25.913383235632   Elapsed: 240.448s (4m 00s)
     Speed:     ev/sec=30080   simsec/sec=0.0562764   ev/simsec=534505
     Messages:  created: 3522000   present: 106   in FES: 7
** Event #8525312   T=26.027106723378   Elapsed: 242.450s (4m 02s)
     Speed:     ev/sec=30050   simsec/sec=0.0568049   ev/simsec=529002
     Messages:  created: 3547023   present: 105   in FES: 5
** Event #8585216   T=26.139229959902   Elapsed: 244.453s (4m 04s)
     Speed:     ev/sec=29922.1   simsec/sec=0.0560056   ev/simsec=534269
     Messages:  created: 3571951   present: 107   in FES: 8
** Event #8645120   T=26.251400496427   Elapsed: 246.455s (4m 06s)
     Speed:     ev/sec=29937   simsec/sec=0.0560572   ev/simsec=534044
     Messages:  created: 3596860   present: 92   in FES: 7
** Event #8705280   T=26.365080624174   Elapsed: 248.459s (4m 08s)
     Speed:     ev/sec=30034.9   simsec/sec=0.0567549   ev/simsec=529204
     Messages:  created: 3621901   present: 107   in FES: 7
** Event #8765184   T=26.477235600697   Elapsed: 250.461s (4m 10s)
     Speed:     ev/sec=29922.1   simsec/sec=0.0560215   ev/simsec=534118
     Messages:  created: 3646831   present: 105   in FES: 6
** Event #8825088   T=26.590523778451   Elapsed: 252.465s (4m 12s)
     Speed:     ev/sec=29892.2   simsec/sec=0.056531   ev/simsec=528775
     Messages:  created: 3671746   present: 107   in FES: 8
** Event #8884480   T=26.701858314994   Elapsed: 254.466s (4m 14s)
     Speed:     ev/sec=29696   simsec/sec=0.0556673   ev/simsec=533455
     Messages:  created: 3696458   present: 106   in FES: 7
** Event #8944128   T=26.813587681527   Elapsed: 256.466s (4m 16s)
     Speed:     ev/sec=29824   simsec/sec=0.0558647   ev/simsec=533861
     Messages:  created: 3721280   present: 106   in FES: 7
** Event #9004032   T=26.926912399281   Elapsed: 258.472s (4m 18s)
     Speed:     ev/sec=29862.4   simsec/sec=0.0564929   ev/simsec=528605
     Messages:  created: 3746193   present: 104   in FES: 5
** Event #9063680   T=27.038637775812   Elapsed: 260.479s (4m 20s)
     Speed:     ev/sec=29734.8   simsec/sec=0.0556956   ev/simsec=533881
     Messages:  created: 3771015   present: 106   in FES: 7
** Event #9123328   T=27.150371132347   Elapsed: 262.487s (4m 22s)
     Speed:     ev/sec=29720   simsec/sec=0.0556718   ev/simsec=533842
     Messages:  created: 3795834   present: 106   in FES: 7
** Event #9182720   T=27.262862630116   Elapsed: 264.491s (4m 24s)
     Speed:     ev/sec=29636.7   simsec/sec=0.0561335   ev/simsec=527969
     Messages:  created: 3820536   present: 106   in FES: 7
** Event #9242368   T=27.374595986651   Elapsed: 266.498s (4m 26s)
     Speed:     ev/sec=29720   simsec/sec=0.0556718   ev/simsec=533842
